축제명,개최장소,축제시작일자,축제종료일자,축제내용,주관기관명,주최기관명,후원기관명,전화번호,홈페이지주소,관련정보,소재지도로명주소,소재지지번주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
가정식 백반 맛있게 먹는 법,아트팩토리 봄,6/28/22,6/29/22,"(사)문화프로덕션도모의 초연작, 가정식 백반 맛있게 먹는 법 도모만의 색깔로 재해석한 농도깊은 2인극",사단법인문화프로덕션도모,사단법인문화프로덕션도모,,033-263-7222,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10571&search_type=1&search_keyword=EAB080ECA095EC8B9D+EBB0B1EBB098+EBA79BEC9E88EAB28C+EBA8B9EB8A94+EBB295,연극,강원도 춘천시 신동면 풍류1길 34,강원도 춘천시 신동면 증리 901,37.81795,127.719716,1/12/23,4180000,강원도 춘천시
2022 도시재생 청소년 메이커스쿨,우두동 50호마을 커뮤니티센터,8/3/22,9/4/22,4가지 프로그램을 통해 청소년의 시선으로 50호 마을을 바라보고 각각의 방식으로 표현하는 체험 프로그램,춘천도시재생지원센터,춘천도시재생지원센터,국토교통부+강원도청+강원도 춘천시청+춘천시도시재생지원센터+50호마을,033-256-5401,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10655&cate_id=14&search_type=1,행사+축제,강원도 춘천시 충열로67번길 7-1,강원도 춘천시 우두동 711-8,37.900237,127.734436,1/12/23,4180000,강원도 춘천시
연극 소낙비처우,아트팩토리 봄,8/9/22,8/21/22,"김유정 프로젝트의 두번째 공연, 소낙비 처우(凄雨)",사단법인문화프로덕션도모,사단법인문화프로덕션도모,,033-263-7222,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10649,공연,강원도 춘천시 신동면 풍류1길 34,강원도 춘천시 신동면 증리 901,37.817974,127.719769,1/12/23,4180000,강원도 춘천시
무하 MOOHA SPACE OF YANGYANG,개나리미술관,7/19/22,7/31/22,동해바다가 보이는 양양에서 온 작가 무하의 개인전을 개최,무하,양양문화복지재단 후원,양양문화복지재단,070-8095-3899,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10642,전시,강원도 춘천시 동내면 거두택지길44번길 7-19,강원도 춘천시 동내면 거두리 1123-6,37.854513,127.758243,1/12/23,4180000,강원도 춘천시
Connect musical,엘리시안 강촌 그랜드볼룸,7/30/22,8/6/22,"지구를 구해줘-분리수거편, 삼양동화",GS건설+엘리시안 강촌,GS건설+엘리시안 강촌,해피피플,02-2154-8412,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10635,공연,강원도 춘천시 남산면 북한강변길 688,강원도 춘천시 남산면 백양리 29-1,37.83001982,127.5786232,1/12/23,4180000,강원도 춘천시
제2회 春川共感展_춘천공감전,춘천미술관 1F,7/15/22,7/20/22,회원들과 조합원이 함께 소통의 기회를 갖고자 회원 작가님들을 초대,사회적협동조합 예술공감,사회적협동조합 예술공감,,033-241-1856,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10632,전시,강원도 춘천시 서부대성로 71,강원도 춘천시 옥천동 73-2,37.88237413,127.7313736,1/12/23,4180000,강원도 춘천시
2022 춘천예술문화축제,KT&G 상상마당 야외공연장,7/31/22,7/31/22,국내외에서 활동하는 젊은 성악가들초청공연 한여름밤의 아리아,(사)강원민예총 춘천지부,(사)강원민예총 춘천지부,강원도 춘천시청+강원오페라앙상블,033-251-8907,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10629,공연,강원도 춘천시 스포츠타운길399번길 25,강원도 춘천시 삼천동 223-2,37.87361778,127.7020916,1/12/23,4180000,강원도 춘천시
시민과 함께하는 라이브러리 치유 콘서트,춘천시립도서관 1층 로비,7/9/22,7/9/22,"클래식의 기본을 유지하면서도 남녀노소, 시민 누구나 즐기고 좋아할 수 있는 음악을 연주. 현악, 목관, 금관, 타악을 갖춘 대편성의 시민오케스트라로서 다양한 연주를 함.",춘천시립도서관+춘천시민필하모닉오케스트라,춘천시립도서관+춘천시민필하모닉오케스트라,,,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10625,공연,강원도 춘천시 우석로 100,강원도 춘천시 석사동 산32-1,37.86198997,127.7550186,1/12/23,4180000,강원도 춘천시
2022 춘천오페라페스티발 카르멘,KT&G 상상마당 춘천 야외무대,7/29/22,7/30/22,"우크라이나 하르키우 오페라극장 등 프랑스, 스페인 등 유럽에서 왕성하게 활동하던 중 전쟁으로 어려움을 겪다 딸과 어머니와 함께 체코에 난민 자격으로 체류 중인 내용",강원도 춘천시청+춘천문화재단+강원오페라앙상블,강원도청,G1방송+텐즈클럽플러스+하나은행,,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10624,공연,강원도 춘천시 스포츠타운길399번길 25,강원도 춘천시 삼천동 223-2,37.87361778,127.7020916,1/12/23,4180000,강원도 춘천시
2022 강원콘텐츠코리아랩 창작공모전,온라인,4/14/22,5/15/22,"강원도민, 강원도 소재 재학생 및 직장인",강원콘텐츠코리아랩,강원콘텐츠코리아랩,춘천문화재단,033-245-6994,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10391&search_type=1&search_keyword=2022+EAB095EC9B90ECBD98ED8590ECB8A0ECBD94EBA6ACEC9584EB9EA9+ECB0BDEC9E91EAB3B5EBAAA8ECA084,창작공모전,강원도 춘천시 서면 박사로 854,강원도 춘천시 서면 현암리 367-3 강원정보문화진흥원,37.89302024,127.6919244,1/12/23,4180000,강원도 춘천시
2023 구리 유채꽃 한강예술제,구리한강 시민공원,5/12/23,5/14/23,무대공연+체험부스운영+먹거리 체험+꽃 관람,(사)구리문화원,경기도 구리시청,한국관광공사+경기관광공사,031-550-2065,http://www.guri.go.kr,,경기도 구리시 코스모스길14번길 249(토평동),경기도 구리시 토평동 810,37.574478,127.132863,2/29/24,3980000,경기도 구리시
2023 구리 코스모스 한강예술제,구리한강 시민공원,10/13/23,10/15/23,무대공연+체험부스운영+먹거리 체험+꽃 관람,(사)구리문화원,경기도 구리시청,한국관광공사+경기관광공사,031-550-2065,http://www.guri.go.kr,,경기도 구리시 코스모스길14번길 249(토평동),경기도 구리시 토평동 810,37.574478,127.132863,2/29/24,3980000,경기도 구리시
제46회 대구약령시한방문화축제,대구약령시 일원,5/8/24,5/12/24,"개막식, 고유제, 한방 관련 전시체험 및 공연 등",(사)약령시보존위원회,대구광역시 의료산업과,,053-253-4729,http://www.daegu.go.kr/,,대구광역시 중구 공평로 88(동인동1가),,,,2/29/24,6270000,대구광역시
파워풀대구페스티벌,국채보상로 일원,5/11/24,5/12/24,"퍼레이드, 거리예술제, 시민문화제, 부대행사 등",(사)대구예술문화단체총연합회,(사)대구예술문화단체총연합회,,053-651-5028,http://www.daegu.go.kr/,,대구광역시 중구 공평로 88(동인동1가),,,,2/29/24,6270000,대구광역시
대구생활문화제,생활문화센터 등 대구 일원,5/11/24,5/12/24,"생활문화동호인 공연, 전시, 체험행사 및 생활문화 홍보 등",대구문화예술진흥원,대구문화예술진흥원,,053-430-1200,http://www.daegu.go.kr/,,대구광역시 중구 공평로 88(동인동1가),,,,2/29/24,6270000,대구광역시
형형색색 달구벌 관등놀이,대구 전역,5/1/24,5/31/24,부처님 오신날 기념 연등행렬,대구불교총연합회,대구불교총연합회,,053-623-6388,http://www.daegu.go.kr/,,대구광역시 중구 공평로 88(동인동1가),,,,2/29/24,6270000,대구광역시
어린이 창작무용극 갓깨비,축제극장몸짓,7/17/22,7/17/22,어린이들을 위한 창작 무용극,춤추다 추임,춤추다 추임,강원도 춘천시청+춘천문화재단+춤추다댄스아케데미+클래보엠+SJ포인트무용학원+공연예술전문스태프협동조합,,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10559&search_type=1&search_keyword=EC96B4EBA6B0EC9DB4+ECB0BDEC9E91EBACB4EC9AA9EAB7B9,공연관람,강원도 춘천시 춘천로 112,강원도 춘천시 효자동 531,37.87309537,127.727858,1/12/23,4180000,강원도 춘천시
2022 실레페스트Sille Fest 강원 국제 아마추어 연극제,아트팩토리봄,6/24/22,6/26/22,"아마추어 연극인들의 무대,다채로운 연극제",(사)문화프로덕션도모+세계아마추어연극협회 한국센터,(사)문화프로덕션도모+세계아마추어연극협회 한국센터,강원도청+TOD+극단도모+(주)채널디+슈퍼방역맨 춘천지사+(주)안도인+춘천MBC,033-263-7222,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10531&search_type=1&search_keyword=2022+EC8BA4EBA088ED8E98EC8AA4ED8AB8,공연관람,강원도 춘천시 신동면 풍류1길 34,강원도 춘천시 신동면 증리 901,37.81797,127.719774,1/12/23,4180000,강원도 춘천시
영서기획- Work&Art Balance,KT&G 상상마당 춘천 갤러리 1&2,6/11/22,6/26/22,미디어아트 기획전,유재균,유재균,춘천문화재단+KT&G 상상마당 춘천+PRODUCTION IRI,,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10517&search_type=1&search_keyword=EC9881EC849CEAB8B0ED9A8D,전시관람,강원도 춘천시 스포츠타운길 399번길 25,강원도 춘천시 삼천동 223-2,37.87361778,127.7020916,1/12/23,4180000,강원도 춘천시
still a cat,복합문화공간 파피루스,6/8/22,6/30/22,이수현 작가와 홍현지 작가의 길고양이 보호 및 구조를 지지하기 위한 고양이’ 전시,이수현+홍현지,파피루스,복합문화공간 파피루스,,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10516&search_type=1&search_keyword=stil,전시관람,강원도 춘천시 안마산로 21,강원도 춘천시 온의동 548-10,37.858745,127.71921,1/12/23,4180000,강원도 춘천시
한선주展_Dearest Yoricke 친애하는 요릭에게,KT&G 상상마당+춘천 아트갤러리,7/20/22,7/31/22,"생명의 유한성, 유한의 슬픔이라는 테마 아래 기획한 전시이며, 죽음[요릭]과의 서신을 통해 밝혀지는 삶이라는 진리’에 관한 이야기다. 전시는 문학적 상상력 속에서 오브제와 회화작품의 병치로 연출되며, 1장 밤의 서신(lettre de la nuit)과 2장 새벽의 서신(lettre de l’aube)으로 나뉘어 각각 아트갤러리 1과 아트갤러리 2에서 진행된다.",한선주,한선주,강원도청+강원문화재단+KT&G 상상마당 춘천,070-7586-0550,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10619&search_type=1&search_keyword=ED959CEC84A0ECA3BCE5B195_Dearest+Yoricke+3A+ECB99CEC95A0ED9598EB8A94+EC9A94EBA6ADEC9790EAB28C,전시관람,강원도 춘천시 스포츠타운길399번길 25 어린이회관,강원도 춘천시 삼천동 223-2 어린이회관,37.874066,127.702455,1/12/23,4180000,강원도 춘천시
제27회 무주반딧불축제,무주군 일원,9/2/23,9/10/23,환경탐사+체험 판매 등 상설행사+문화예술행사,(사)무주반딧불축제제전위원회,전라북도 무주군청,,063-320-2537,http://firefly.or.kr/index2.sgk,반디랜드+태권도원+한풍루,전라북도 무주군 무주읍 한풍루로 326-14,전라북도 무주군 무주읍 당산리 1118,36.00262216,127.6614905,6/9/23,4740000,전라북도 무주군
제39회 단양소백산철죽제,"단양읍 상상의 거리 및 수변특설무대, 하상주차장, 소백산 일원",5/31/23,6/4/23,제39회 단양소백산철죽제,단양문화원,소백산철쭉제추진위원회,충청북도 단양군청+한국지역진흥재단,043-420-2552,https://www.danyang.go.kr/sobaeksan/,제39회 단양소백산철죽제,,충북 단양군 단양읍 별곡리 644,,,7/13/23,4480000,충청북도 단양군
탐라국 입춘굿,관덕정 일원,2/2/23,2/4/23,입춘굿+거리굿+춘경문굿+소원지 쓰기 등,사단법인 제주민예총,제주특별자치도 제주시 문화예술과,,,,,제주특별자치도 제주시 관덕로 19,,,,11/9/23,6510000,제주특별자치도 제주시
거리예술제,칠성로상점가 차없는 거리,5/5/23,10/27/23,음악+댄스+마술 등,제주특별자치도 제주시 문화예술과,제주특별자치도 제주시 문화예술과,,,,,제주특별자치도 제주시 관덕로 11길 6,,,,11/9/23,6510000,제주특별자치도 제주시
거리예술제,누웨마루 상점가 거리 야외무대,5/5/23,10/27/23,음악+댄스+마술 등,제주특별자치도 제주시 문화예술과,제주특별자치도 제주시 문화예술과,,,,,제주특별자치도 제주시 신대로12길 52,,,,11/9/23,6510000,제주특별자치도 제주시
제27회 제주국제관광마라톤축제,구좌종합운동장,5/21/23,5/21/23,제주의 파란 바닷빛과 함께~ 천혜의 자연 에너지를 만끽할 수 있는 제주국제관광마라톤축제 아름다운 제주 바닷길을 함께 달려보자,제주특별자치도관광협회,제주특별자치도,,064-741-8772,www.jejumarathon.com/,,제주특별자치도 제주시 구좌읍 김녕로 209,,33.55518546,126.762746,12/5/23,6500000,제주특별자치도
2023 서귀포 유채꽃축제,표선면 가시리 유채꽃 광장 일대,3/31/23,4/2/23,화사한 봄꽃들이 만발한 봄날 3~4월 경에 열리는 2023 서귀포 유채꽃축제,제주특별자치도 서귀포시 관광진흥과,제주특별자치도 서귀포시,,064-760-3942,https://www.seogwipo.go.kr/festivals/uchae/index.htm,,제주특별자치도 서귀포시 표선면 녹산로 381-15,,33.3830788,126.7362847,12/5/23,6500000,제주특별자치도
제12회 우도소라축제,천진항 및 우도면 일원,4/14/23,4/16/23,섬속의 섬 힐링 우도에서 모두가 소통하는 친환경 열린축제,우도면연합청년회,제주특별자치도 제주시 우도면,,064-728-4321,,,제주특별자치도 제주시 우도면 우도해안길 70,,33.4928045,126.9515414,12/5/23,6500000,제주특별자치도
한라산청정고사리축제,남원읍 한남리 산76-7 일원,4/29/23,4/30/23,축제로 즐기는 제주 고사리의 명성,남원읍축제위원회,제주특별자치도 서귀포시 남원읍,,064-760-4182,www.jejugosari.net/,,제주특별자치도 서귀포시 남원읍 서성로 788,,33.3300573,126.6773386,12/5/23,6500000,제주특별자치도
가파도청보리축제,가파도 일원,4/8/23,4/16/23,가파도의 청보리는 국토 최남단의 땅끝에서 가장 먼저 전해오는 봄소식으로 3월 초부터 5월 초순까지 보리잎의 푸른 생명이 절정을 이루며 해마다 봄이 되면 18만여평의 청보리밭 위로 푸른 물결이 굽이치는 장관을 이룬다.,가파도청보리축제위원회,가파도청보리축제위원회,,064-794-7130,http://wonderfulis.co.kr/,,제주특별자치도 서귀포시 대정읍 가파로 2,,33.1662259,126.2689356,12/5/23,6500000,제주특별자치도
강정마을 생태축제,서귀포시 강정동 강정천 일대,5/5/23,5/7/23,사시사철 맑은 물이 흐르는 강정천 일대에서 즐기는 다양한 생태체험과 캠핑경험,강정마을축제위원회,강정마을회,,,,,제주특별자치도 서귀포시 이어도로 668,,33.2337406,126.4875172,12/5/23,6500000,제주특별자치도
관악강감찬축제,낙성대공원,10/13/23,10/15/23,강감찬 장군 출병식 및 전승행렬 거리 퍼레이드+고려마을 테마 체험부스+강감찬 장군 추모제향 등 다채로운 행사 진행,관악문화재단,서울특별시 관악구청,문화관광체육부+서울특별시청,02-828-5762,https://ggcfest.com/,,서울특별시 관악구 낙성대로 77,서울특별시 관악구 봉천동 228,37.47197208,126.959371,2/27/24,B551011,한국관광공사
광안리어방축제,광안리해변+수영사적공원 일원,5/12/23,5/14/23,뮤지컬어방+경상좌수사행렬전시 등,부산광역시 수영구청,수영구축제위원회,부산광역시청,051-610-4062,www.suyeong.go.kr/eobang,,부산광역시 수영구 남천동로100,부산광역시 수영구 남천동148-15,35.14537016,129.1123694,2/27/24,B551011,한국관광공사
광주김치축제,광주김치타운 일원,11/3/23,11/6/23,김치 사랑 버스킹+전통발효식품 체험+어린이 김치담그기 체험+푸드트럭 라운지+16人16色 광주김치명인 비법을 찾아서,광주세계김치축제위원회,광주광역시청,,062-613-3955,https://kimchi.gwangju.go.kr/,,광주광역시 남구 김치로 60,광주광역시 남구 임암동 6740,35.10966818,126.8666534,2/27/24,B551011,한국관광공사
김덕림 개인전 나를 사랑한 색 - 어울림의 빛을 나누다,예담더 갤러리+춘천미술관,11/1/22,12/4/22,"창의적 색상의 수채화로 풍경, 정물, 인물화의 전시회",김덕림,김덕림,춘천문화재단,,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10927&search_type=1&search_keyword=EAB980EB8D95EBA6BC+EAB09CEC9DB8ECA084,전시관람,강원도 춘천시 도화길6번길 9,강원도 춘천시 효자동 601-11/강원도 춘천시 옥천동 73-2 춘천예술마당,37.875012,127.7368444,1/12/23,4180000,강원도 춘천시
